   3.1500e-01   1.7864e-08
   3.1500e-01  -2.2761e-02
   3.1500e-01  -4.5537e-02
   3.1500e-01  -6.8344e-02
   3.1500e-01  -9.1199e-02
   3.1500e-01  -1.1412e-01
   3.1500e-01  -1.3713e-01
   3.1500e-01  -1.6025e-01
   3.1500e-01  -1.8350e-01
   3.1500e-01  -2.0691e-01
   3.1500e-01  -2.3053e-01
   3.1500e-01  -2.5438e-01
   3.1500e-01  -2.7851e-01
   3.1500e-01  -3.0297e-01
   3.1500e-01  -3.2782e-01
   3.1500e-01  -3.5313e-01
   3.1500e-01  -3.7895e-01
   3.1500e-01  -4.0539e-01
   3.1500e-01  -4.3253e-01
   3.1500e-01  -4.6048e-01
   3.1500e-01  -4.8936e-01
   3.1500e-01  -5.1931e-01
   3.1500e-01  -5.5048e-01
   3.1500e-01  -5.8306e-01
   3.1500e-01  -6.1723e-01
   3.1500e-01  -6.5324e-01
   3.1500e-01  -6.9134e-01
   3.1500e-01  -7.3184e-01
   3.1500e-01  -7.7510e-01
   3.1500e-01  -8.2151e-01
   3.1500e-01  -8.7157e-01
   3.1500e-01  -9.2585e-01
   3.1500e-01  -9.8501e-01
   3.1500e-01  -1.0499e+00
   3.3054e-01  -1.0842e+00
   3.4665e-01  -1.1196e+00
   3.6338e-01  -1.1564e+00
   3.8078e-01  -1.1947e+00
   3.9893e-01  -1.2347e+00
   4.1500e-01  -1.2865e+00
   4.1500e-01  -1.4074e+00
   4.1500e-01  -1.5504e+00
   4.3605e-01  -1.6234e+00
   4.7377e-01  -1.6234e+00
   5.1095e-01  -1.6234e+00
   5.4766e-01  -1.6234e+00
   5.8382e-01  -1.6247e+00
   6.1960e-01  -1.6270e+00
   6.5653e-01  -1.6124e+00
   6.9264e-01  -1.5982e+00
   7.2803e-01  -1.5843e+00
   7.6280e-01  -1.5706e+00
   7.9706e-01  -1.5572e+00
   8.3089e-01  -1.5439e+00
   8.6440e-01  -1.5307e+00
   8.9767e-01  -1.5176e+00
   9.3079e-01  -1.5046e+00
   9.6385e-01  -1.4915e+00
   9.9693e-01  -1.4785e+00
   1.0301e+00  -1.4655e+00
   1.0557e+00  -1.4124e+00
   1.0829e+00  -1.3740e+00
   1.1093e+00  -1.3366e+00
   1.1351e+00  -1.3001e+00
   1.1603e+00  -1.2644e+00
   1.1851e+00  -1.2294e+00
   1.2094e+00  -1.1950e+00
   1.2333e+00  -1.1612e+00
   1.2569e+00  -1.1278e+00
   1.2802e+00  -1.0949e+00
   1.3031e+00  -1.0624e+00
   1.3242e+00  -1.0271e+00
   1.3402e+00  -9.8420e-01
   1.3546e+00  -9.4063e-01
   1.3685e+00  -8.9853e-01
   1.3819e+00  -8.5776e-01
   1.3950e+00  -8.1821e-01
   1.4076e+00  -7.7980e-01
   1.4200e+00  -7.4242e-01
   1.4320e+00  -7.0598e-01
   1.4437e+00  -6.7039e-01
   1.4552e+00  -6.3558e-01
   1.4665e+00  -6.0144e-01
   1.4775e+00  -5.6792e-01
   1.4859e+00  -5.3306e-01
   1.4886e+00  -4.9503e-01
   1.4948e+00  -4.6061e-01
   1.5015e+00  -4.2724e-01
   1.5080e+00  -3.9445e-01
   1.5144e+00  -3.6214e-01
   1.5208e+00  -3.3024e-01
   1.5271e+00  -2.9866e-01
   1.5333e+00  -2.6733e-01
   1.5395e+00  -2.3616e-01
   1.5457e+00  -2.0509e-01
   1.5519e+00  -1.7403e-01
   1.5581e+00  -1.4292e-01
   1.5642e+00  -1.1165e-01
   1.5694e+00  -8.0071e-02
   1.5727e+00  -4.8164e-02
   1.5745e+00  -1.6075e-02
   1.5745e+00   1.6075e-02
   1.5727e+00   4.8164e-02
   1.5694e+00   8.0071e-02
   1.5642e+00   1.1165e-01
   1.5581e+00   1.4292e-01
   1.5519e+00   1.7403e-01
   1.5457e+00   2.0509e-01
   1.5395e+00   2.3616e-01
   1.5333e+00   2.6733e-01
   1.5271e+00   2.9866e-01
   1.5208e+00   3.3024e-01
   1.5144e+00   3.6214e-01
   1.5080e+00   3.9445e-01
   1.5015e+00   4.2724e-01
   1.4948e+00   4.6061e-01
   1.4886e+00   4.9503e-01
   1.4859e+00   5.3306e-01
   1.4775e+00   5.6792e-01
   1.4665e+00   6.0144e-01
   1.4552e+00   6.3558e-01
   1.4437e+00   6.7039e-01
   1.4320e+00   7.0598e-01
   1.4200e+00   7.4242e-01
   1.4076e+00   7.7980e-01
   1.3950e+00   8.1821e-01
   1.3819e+00   8.5776e-01
   1.3685e+00   8.9853e-01
   1.3546e+00   9.4063e-01
   1.3402e+00   9.8420e-01
   1.3242e+00   1.0271e+00
   1.3031e+00   1.0624e+00
   1.2802e+00   1.0949e+00
   1.2569e+00   1.1278e+00
   1.2333e+00   1.1612e+00
   1.2094e+00   1.1950e+00
   1.1851e+00   1.2294e+00
   1.1603e+00   1.2644e+00
   1.1351e+00   1.3001e+00
   1.1093e+00   1.3366e+00
   1.0829e+00   1.3740e+00
   1.0557e+00   1.4124e+00
   1.0301e+00   1.4655e+00
   9.9693e-01   1.4785e+00
   9.6385e-01   1.4915e+00
   9.3079e-01   1.5046e+00
   8.9767e-01   1.5176e+00
   8.6440e-01   1.5307e+00
   8.3089e-01   1.5439e+00
   7.9706e-01   1.5572e+00
   7.6280e-01   1.5706e+00
   7.2803e-01   1.5843e+00
   6.9264e-01   1.5982e+00
   6.5653e-01   1.6124e+00
   6.1960e-01   1.6270e+00
   5.8382e-01   1.6247e+00
   5.4766e-01   1.6234e+00
   5.1095e-01   1.6234e+00
   4.7377e-01   1.6234e+00
   4.3605e-01   1.6234e+00
   4.1500e-01   1.5504e+00
   4.1500e-01   1.4074e+00
   4.1500e-01   1.2865e+00
   3.9893e-01   1.2347e+00
   3.8078e-01   1.1947e+00
   3.6338e-01   1.1564e+00
   3.4665e-01   1.1196e+00
   3.3054e-01   1.0842e+00
   3.1500e-01   1.0499e+00
   3.1500e-01   9.8501e-01
   3.1500e-01   9.2585e-01
   3.1500e-01   8.7157e-01
   3.1500e-01   8.2151e-01
   3.1500e-01   7.7510e-01
   3.1500e-01   7.3184e-01
   3.1500e-01   6.9134e-01
   3.1500e-01   6.5324e-01
   3.1500e-01   6.1723e-01
   3.1500e-01   5.8306e-01
   3.1500e-01   5.5048e-01
   3.1500e-01   5.1931e-01
   3.1500e-01   4.8936e-01
   3.1500e-01   4.6048e-01
   3.1500e-01   4.3253e-01
   3.1500e-01   4.0539e-01
   3.1500e-01   3.7895e-01
   3.1500e-01   3.5313e-01
   3.1500e-01   3.2782e-01
   3.1500e-01   3.0297e-01
   3.1500e-01   2.7851e-01
   3.1500e-01   2.5438e-01
   3.1500e-01   2.3053e-01
   3.1500e-01   2.0691e-01
   3.1500e-01   1.8350e-01
   3.1500e-01   1.6025e-01
   3.1500e-01   1.3713e-01
   3.1500e-01   1.1412e-01
   3.1500e-01   9.1199e-02
   3.1500e-01   6.8344e-02
   3.1500e-01   4.5537e-02
   3.1500e-01   2.2761e-02
   3.1500e-01   1.7864e-08
